bestFor,imageURL,name,appLink,description,reqCreditScore
small-business,https://www.nerdwallet.com/c1/images/3063_1674aa60af75c2fa6219d3bb26b38a5a_L.jpg,Chase Ink Business Cash Credit Card Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3063?clickHeader_category=Credit%20Card&clickHeader_productId=3063&name=Chase-Ink-Cash-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=4&section_name=&section_position=&header_pageViewId=,"ProsYou get 5% cash back on up to $25,000 in combined spending per account year at office supply stores and on internet, cable and phone services; 2% cash back on the first $25,000 in combined spending per account year at gas stations and restaurants; and 1% on everything else. There's a great sign-up bonus, a 0% intro APR period and a $0 annual fee.ConsThe bonus categories might not be a good match for your spending — and the limit on spending eligible for 5% or 2% rewards might be too low for some businesses. ",690
small-business,https://www.nerdwallet.com/c1/images/11806_09195105330830eb53f8e53a92d62d4f_L.jpg,Capital One Spark Miles Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11806?clickHeader_category=Credit%20Card&clickHeader_productId=11806&name=Capital-One-Spark-Miles&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=5&section_name=&section_position=&header_pageViewId=,"ProsThis card earns unlimited 2 miles per dollar on all purchases. (You get 5 miles per dollar on hotels and rental cars booked through Capital One Travel.) Miles can be redeemed for any travel expense — no blackout dates or restrictions — at a rate of 1 cent apiece. There's a great sign-up bonus, too. ConsThe card has an annual fee of $0 intro for the first year, then $95. After the first year, you'd have to spend at least $4,750 a year on the card before the rewards would outweigh the cost. But keep in mind that this fee could be deducted as a business expense on your taxes.",690
small-business,https://www.nerdwallet.com/c1/images/2607_55a7bc5476aadc2baaebfbe0c398f44c_L.jpg,Bank of America Travel Rewards World Mastercard® for Business Credit Card,https://www.nerdwallet.com/redirect/credit-cards/2607?clickHeader_category=Credit%20Card&clickHeader_productId=2607&name=Bank-of-America-WorldPoints-Travel-Rewards-for-Business-Visa&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=6&section_name=&section_position=&header_pageViewId=,"ProsThis $0-annual-fee card earns 1.5 points for every dollar spent, and 3 points per dollar on travel purchases booked through Bank of America®. It also comes with a plum sign-up bonus for a no-fee card.ConsHigher reward rates are available on other cards, and if you spend enough, you might come out ahead on those cards even after paying an annual fee. ",720
small-business,https://www.nerdwallet.com/c1/images/1101_5fac91969c99763429d75c49240c5686_L.jpg,American Express Delta Reserve for Business Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1101?clickHeader_category=Credit%20Card&clickHeader_productId=1101&name=American-Express-Delta-Reserve-for-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=7&section_name=&section_position=&header_pageViewId=,"ProsThe card gets you into Delta's Sky Clubs and American Express Centurion Lounges. Every year, you get a companion certificate, which lets you bring someone with you on a domestic flight, regardless of what fare class your ticket is. Rewards: 3 miles per dollar on Delta purchases and 1 mile per dollar on other purchases (rising to 1.5 miles per dollar after you spend $150,000 in a calendar year). There's a super sign-up bonus, too. Terms apply.    ConsAll the perks come at a cost, and a high one: The annual fee is $550. That fee can be a deductible business expense, though, and if you use this card as intended, you'll get your money's worth.",690
small-business,https://www.nerdwallet.com/c1/images/65567_d6bc6b89491235a3d667bf9553d9c2cb_L.jpg,Marriott Bonvoy Business™ American Express® Card,https://www.nerdwallet.com/redirect/credit-cards/65567?clickHeader_category=Credit%20Card&clickHeader_productId=65567&name=American-Express-Marriott-Bonvoy-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=8&section_name=&section_position=&header_pageViewId=,"ProsYou earn 6 points per dollar at participating Marriott Bonvoy hotels; 
4 points per dollar at U.S. restaurants, U.S. gas stations, wireless telephone services purchased directly from U.S. service providers, and on U.S. purchases for shipping; and 2 points per dollar on all other eligible purchases. Marriott's broad portfolio of hotel brands gives you maximum flexibility in earning and redeeming rewards. ConsThe $125 annual fee is a bit on the high side. You'll have to use the perks to get proper value out of the card. ",690
small-business,https://www.nerdwallet.com/c1/images/1112_bd365eaa739c812a4affb4d67ac16d46_L.jpg,American Express The Blue for Business® Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1112?clickHeader_category=Credit%20Card&clickHeader_productId=1112&name=American-Express-Blue-for-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=9&section_name=&section_position=&header_pageViewId=,"ProsYou'll get an introductory 0% APR for 12 months from date of account opening on purchases and balance transfers, and then the ongoing APR of 14.74% - 20.74% Variable APR. For rewards, the card gives you 2 Membership Rewards points per dollar spent on everything, on up to the first $50,000 in purchases made every year, and 1 point per dollar after that. (Terms apply.) ConsThe $50,000 spending cap on double points reduces this card's value for businesses with high operating expenses. Prefer cash to points? See the American Express® Blue Business Cash Card, below. ",690
small-business,https://www.nerdwallet.com/c1/images/65711_262203172952764c8da75d9747d509aa_L.jpg,American Express® Blue Business Cash Card,https://www.nerdwallet.com/redirect/credit-cards/65711?clickHeader_category=Credit%20Card&clickHeader_productId=65711&name=American-Express-Blue-Business-Cash-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=10&section_name=&section_position=&header_pageViewId=,"ProsYou get an introductory 0% APR for 12 months on purchases and balance transfers, and then the ongoing APR of 14.74% - 20.74% Variable APR. For rewards, you earn 2% cash back on the first $50,000 in purchases each year, and 1% after that. Terms apply.ConsThe $50,000 cap on 2% cash back makes this card a poor fit for businesses with high expenses. Prefer Amex points to cash back? See The Blue Business® Plus Credit Card from American Express, above. ",690
small-business,https://www.nerdwallet.com/c1/images/65556_517167d9d4fa817ee8c4d8b6e5d2ef77_L.jpg,Brex ,https://www.nerdwallet.com/redirect/credit-cards/65556?clickHeader_category=Credit%20Card&clickHeader_productId=65556&name=Brex-Commercial-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=11&section_name=&section_position=&header_pageViewId=,"ProsApply for the card through NerdWallet for a great offer: 75,000 in Brex Rewards points upon signup and waived card fees for life (equal to $750+ value). This card pays 1 point per dollar spent on purchases, but if you make the Brex Card for Startups your only company card, you'll earn elevated rewards on rideshares (7 points per dollar), travel booked through Brex (4 points per dollar), restaurants (3 points per dollar) and recurring software expenses (2 points per dollar). You'll also qualify for valuable offers from such business service providers as Amazon Web Services, Google Ads, WeWork and Salesforce.ConsYour business must have a $100,000 bank balance to apply. This is a charge card, not a credit card, meaning the balance is due in full each billing cycle. ",300
small-business,https://www.nerdwallet.com/c1/images/1105_874bbbb49d3f03a0e7847cdc9eed7809_L.jpg,American Express Plum Card Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1105?clickHeader_category=Credit%20Card&clickHeader_productId=1105&name=American-Express-Plum-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=12&section_name=&section_position=&header_pageViewId=,"ProsPay your bill within 10 days of your statement closing date, and you get an automatic 1.5% discount. If you need more time, pay the minimum due, and you can get up to 60 days interest-free to pay the rest. The card also has no preset spending limit. Terms apply.    ConsWith a hefty annual fee after the first year, this card is designed for businesses that spend big. And while it offers flexible terms, it's still a charge card, meaning your balance will be due in full — you can't spread out the cost of a purchase over several months. ",690
small-business,https://www.nerdwallet.com/c1/images/11804_734e93046e20880338f9cbe61c34f5f4_L.jpg,Capital One Spark Classic Business Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11804?clickHeader_category=Credit%20Card&clickHeader_productId=11804&name=Capital-One-Spark-Classic-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=13&section_name=&section_position=&header_pageViewId=,"ProsAs long as you pay your balance in full every month, this card is a whole lot cheaper than many of the high-interest loans and other short-term financing offers marketed to entrepreneurs with fair credit. You earn cash-back rewards on your spending, too. With on-time payments, you can work toward strengthening your personal credit and business credit.ConsThe ongoing APR is 24.49% Variable APR, which is relatively high, so it’s not a good card for carrying debt.",630
cash-back,https://www.nerdwallet.com/c1/images/6043_08276a0441d0ba09918a879c80e843e6_L.jpg,Discover it® Cash Back,https://www.nerdwallet.com/redirect/credit-cards/6043?clickHeader_category=Credit%20Card&clickHeader_productId=6043&name=Discover-It&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=0&section_name=&section_position=&header_pageViewId=,"ProsThe 5% categories regularly include big line items in many household budgets: grocery stores, restaurants, Amazon.com. You earn 1% on all other spending (that is, spending outside the bonus categories and category spending above the $1,500 quarterly limit when you activate). You get a 0% intro APR period, and this card puts you in charge of your new cardmember bonus. The more you use the card, the bigger your bonus. ConsActivating the bonus categories each quarter can be a hassle. If you forget, you don't get 5%. The categories might not be a good fit for everyone. You also have to wait a year for your bonus.  ",690
cash-back,https://www.nerdwallet.com/c1/images/1114_a75566e79898b350b5cd369d985718b3_L.jpg,American Express Blue Cash Preferred Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1114?clickHeader_category=Credit%20Card&clickHeader_productId=1114&name=American-Express-Blue-Cash-Preferred&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=,"ProsThis card’s 6% cash back rate at U.S. supermarkets (on up to $6,000 a year in spending, then 1%) and its 3% rate at U.S. gas stations have long made it a NerdWallet favorite. On top of that, you now get 6% cash back on select U.S. streaming subscriptions (see the list here) and 3% on transit, including such things as taxis, rideshares, parking, tolls, trains and buses. All other purchases earn 1% back. The new-cardmember bonus also adds to the appeal.ConsThe annual fee will be a sticking point for some, but the rewards will offset the fee if you spend just $31 a week at the supermarket. If you don't have significant grocery expenses, however, this simply isn't the card for you. Instead, consider the Blue Cash Everyday® Card from American Express, which has a $0 fee but lower rewards rates.",690
cash-back,https://www.nerdwallet.com/c1/images/3214_6cbfb532588c5fc21051140bfe0a17ff_L.jpg,Chase Freedom Unlimited Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3214?clickHeader_category=Credit%20Card&clickHeader_productId=3214&name=chase-freedom-unlimited&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=2&section_name=&section_position=&header_pageViewId=,"ProsYou earn unlimited 1.5% cash back on every purchase, and you can redeem your cash back in any amount at any time, with no minimum redemption amount. Earn a $150 Bonus after you spend $500 on purchases in your first 3 months from account opening.  If you're a maximizer, you can transfer your rewards to one of Chase's Sapphire cards to boost their value by 25% or 50%. ConsThe 1.5% rewards rate is more or less standard nowadays. You can get higher rewards rates on other cards, although you'd be hard-pressed to match this card's combination of benefits.  ",690
cash-back,https://www.nerdwallet.com/c1/images/11718_2c799504770f4cf83bf22b0231f65ab8_L.jpg,Capital One Quicksilver Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11718?clickHeader_category=Credit%20Card&clickHeader_productId=11718&name=Capital-One-Cash-Credit-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=3&section_name=&section_position=&header_pageViewId=,"ProsYou earn an unlimited 1.5% cash back on everything. And unlike with many other cards, you can redeem your cash back in any amount at any time. This card also comes with an outstanding 0% introductory APR offer and a nifty sign-up bonus: One-time $150 cash bonus after you spend $500 on purchases within 3 months from account opening. ConsThe market has caught up to this card's 1.5% flat rewards rate, although not many cards have passed it. You can get higher rewards rates on other cards in specific categories.  ",690
cash-back,https://www.nerdwallet.com/c1/images/65517_37371ffe56c50cb097e319dd54b1b757_L.jpg,Bank of America&reg; Cash Rewards Credit Card,https://www.nerdwallet.com/redirect/credit-cards/65517?clickHeader_category=Credit%20Card&clickHeader_productId=65517&name=Bank-of-America-Cash-Rewards&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=4&section_name=&section_position=&header_pageViewId=,"ProsThe $200 bonus offer is rich for a no-fee cash-back card. You'll earn 3% cash back in a category you choose and 2% at grocery stores and wholesale clubs, on up to $2,500 per quarter in combined spending in those categories. All other purchases earn 1% cash back. (The 3% options are gas, dining, travel, online shopping, drugstores or home improvement and furnishings; you can change your choice once a month.) ConsThe rewards structure is somewhat complicated. Because the amount of spending eligible for the 3% and 2% rewards is capped, you might earn more rewards with a simple flat-rate card that pays an unlimited 1.5% or 2% on everything. ",690
cash-back,https://www.nerdwallet.com/c1/images/65455_44d2d1959164cc2ea33a1c514ebd6faf_L.jpg,Capital One® Savor℠ Cash Rewards Credit Card,https://www.nerdwallet.com/redirect/credit-cards/65455?clickHeader_category=Credit%20Card&clickHeader_productId=65455&name=Capital-One-Savor-Cash-Rewards&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=5&section_name=&section_position=&header_pageViewId=,"ProsThis card pays an outstanding (and unlimited) 4% cash back on restaurant dining and entertainment, plus 2% cash back at grocery stores and 1% cash back on all other purchases. There's a fantastic sign-up bonus, too: Earn a one-time $300 cash bonus after you spend $3,000 on purchases within the first 3 months from account opening.ConsThe annual fee of $0 intro for the first year, then $95 might be a dealbreaker for some. If restaurant dining isn't a way of life, consider the Capital One® SavorOne® Cash Rewards Credit Card, which has no fee but pays a lower 3% rate on restaurants and entertainment and offers a smaller bonus. ",690
cash-back,https://www.nerdwallet.com/c1/images/3200_d87ced1020798423be3335494ada760a_L.jpg,Chase Freedom Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3200?clickHeader_category=Credit%20Card&clickHeader_productId=3200&name=Chase-Freedom-100-Cash-Back&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=6&section_name=&section_position=&header_pageViewId=,"ProsThe 5% cash back is obviously the main selling point. There's also a great 0% intro APR period and a neat sign-up offer: Earn a $150 Bonus after you spend $500 on purchases in your first 3 months from account opening. And if you're a maximizer, you can transfer your rewards to one of Chase's Sapphire cards to boost their value. (If you're not, cash back is still pretty great.)ConsYou have to opt in to the bonus categories every quarter, which can be a hassle. The 5% categories might not be a good fit for everyone, and in recent years, they've shifted a bit toward lower-spending areas: Restaurants dropped out of the rotation entirely, and gas stations have been included for two quarters a year.",690
cash-back,https://www.nerdwallet.com/c1/images/7012_L.jpg,US Bank Cash+™ Visa Signature® Credit Card,https://www.nerdwallet.com/redirect/credit-cards/7012?clickHeader_category=Credit%20Card&clickHeader_productId=7012&name=US-Bank-Cash-Rewards-Visa-Platinum&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=7&section_name=&section_position=&header_pageViewId=,"ProsA rotating category card with a twist: You pick your bonus categories. You earn 5% cash back in two categories you choose, on up to $2,000 per quarter in combined spending (then 1%); unlimited 2% cash back in an ""everyday"" category of your choice; and 1% on all other spending. There's a good sign-up bonus, and the annual fee is $0*.ConsRotating category cards involve work, and this one adds an extra layer of effort because you have to pick your categories each quarter. Forget to do so, and you'll earn only 1%. Further, the 5% categories tend to be more specialized than on comparable cards, so you might have trouble maxing out bonus rewards.  ",690
cash-back,https://www.nerdwallet.com/c1/images/6018_9804a14ff3a7cd3a06296c6acbfb8c1e_L.jpg,Discover it® Business Card,https://www.nerdwallet.com/redirect/credit-cards/6018?clickHeader_category=Credit%20Card&clickHeader_productId=6018&name=Discover-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=8&section_name=&section_position=&header_pageViewId=,"ProsYou earn unlimited 1.5% cash back on all purchases, with no restricted categories to worry about (something that makes a lot of small-business credit cards a bad fit for gig workers). There's a 0% introductory period for purchases, Discover matches the cash back in your first year, and you can get free cards for people who work with you in your business.   ConsThe application asks for information about your business. Your business doesn't need to be formally structured like a corporation or LLC (most small businesses aren't), but you'll need to be able to answer questions like how much money it brings in, what it does and how long you've been at it. ",690
cash-back,https://www.nerdwallet.com/c1/images/11720_b3a49bad1c14a0c5b6107c8bacf31d33_L.jpg,Capital One QuicksilverOne Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11720?clickHeader_category=Credit%20Card&clickHeader_productId=11720&name=Capital-One-Cash-Credit-Card-Rewards-Average-Credit&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=9&section_name=&section_position=&header_pageViewId=,"ProsThe flat 1.5% cash back rate is pretty great, especially for people without perfect credit, and there’s no limit on the rewards you can earn. The rate is the same as that paid by the Capital One® Quicksilver® Cash Rewards Credit Card, which is only for people with excellent credit. (That card has a $0 annual fee.) There are no foreign transaction fees, and Capital One may bump your credit limit up if you make your first five monthly payments on time.ConsThe annual fee of $39
 isn’t very high, but it will still cost you something to have this card. The ongoing APR is high, so you should plan on paying your balance in full each month; otherwise, the interest will wipe out your rewards.",630
cash-back,https://www.nerdwallet.com/c1/images/4220_1488fe0259957955b6992c8fc8d79a78_L.jpg,Citi® Double Cash Card,https://www.nerdwallet.com/redirect/credit-cards/4220?clickHeader_category=Credit%20Card&clickHeader_productId=4220&name=Citibank-Double-Cash-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=10&section_name=&section_position=&header_pageViewId=,"ProsThere are no bonus categories to track or spending limits to be mindful of. The combined 2% rate on all purchases is probably the best you're going to do on a card with a $0 annual fee. ConsThe value in this card is all in the rewards rate, so there's no sign-up bonus or 0% period for purchases. Higher cash back percentages can be had on different cards for specific categories. There’s a minimum cash back redemption of $25.",690
cash-back,https://www.nerdwallet.com/c1/images/65384_34bc4994237ea52161f7fab5f3c8f4fa_L.jpg,Alliant Cashback Visa® Signature Credit Card,https://www.nerdwallet.com/redirect/credit-cards/65384?clickHeader_category=Credit%20Card&clickHeader_productId=65384&name=Alliant-Credit-Union-Cashback-Visa-Signature&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Cash%20Back%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=11&section_name=&section_position=&header_pageViewId=,"ProsThe Alliant Cashback Visa® Signature Credit Card has a high cash-back rate of 2.5%, up to $10,000 in qualifying purchases per billing cycle. The card also has no foreign transaction fee, making it a good option for international travel.ConsThere's an annual fee of $0 intro for the first year, then $99. After the first year, you'll have to spend $4,000 a year to make up for it. You’ll also have to be a member of Alliant Credit Union to qualify. (See membership requirements.)",690
